Province/State,Country,date,pop,temperature,humidity,confirmed,deaths,recovered
Faroe Islands,Denmark,20/2/2020,5792202,5,70,0,0,0
,Ghana,20/2/2020,31072940,35,59,0,0,0
,Thailand,20/2/2020,69799978,35,41,35,0,15
,Czechia,20/2/2020,10708981,6,75,0,0,0
,Indonesia,20/2/2020,273523615,37,78,0,0,0
,Togo,20/2/2020,8278724,39,20,0,0,0
Anhui,China,20/2/2020,1439323776,17,58,987,6,474
Beijing,China,20/2/2020,1439323776,7,69,395,4,153
Chongqing,China,20/2/2020,1439323776,12,78,567,6,299
Fujian,China,20/2/2020,1439323776,16,72,293,1,126
Gansu,China,20/2/2020,1439323776,-8,48,91,2,71
Guangdong,China,20/2/2020,1439323776,24,58,1332,5,642
Guangxi,China,20/2/2020,1439323776,20,68,245,2,90
Guizhou,China,20/2/2020,1439323776,13,86,146,2,72
Hainan,China,20/2/2020,1439323776,23,88,168,4,86
Hebei,China,20/2/2020,1439323776,8,69,307,5,169
Heilongjiang,China,20/2/2020,1439323776,-7,91,476,12,136
Henan,China,20/2/2020,1439323776,15,60,1265,19,637
Hunan,China,20/2/2020,1439323776,17,73,1010,4,634
Inner Mongolia,China,20/2/2020,1439323776,-5,90,75,0,16
Jiangsu,China,20/2/2020,1439323776,14,70,631,0,356
Jiangxi,China,20/2/2020,1439323776,18,71,934,1,433
Jilin,China,20/2/2020,1439323776,0,69,91,1,43
Liaoning,China,20/2/2020,1439323776,6,59,121,1,59
Macau,China,20/2/2020,1439323776,20,75,10,0,6
Ningxia,China,20/2/2020,1439323776,-1,41,71,0,44
Qinghai,China,20/2/2020,1439323776,-1,34,18,0,16
Shaanxi,China,20/2/2020,1439323776,6,58,245,1,118
Shandong,China,20/2/2020,1439323776,10,52,546,4,254
Shanghai,China,20/2/2020,1439323776,17,63,334,2,199
Shanxi,China,20/2/2020,1439323776,7,45,132,0,76
Sichuan,China,20/2/2020,1439323776,6,63,520,3,217
Tianjin,China,20/2/2020,1439323776,8,74,131,3,59
Tibet,China,20/2/2020,1439323776,-2,38,1,0,1
Xinjiang,China,20/2/2020,1439323776,5,48,76,1,22
Yunnan,China,20/2/2020,1439323776,19,59,174,2,79
Zhejiang,China,20/2/2020,1439323776,17,70,1175,1,633
,Kosovo,20/2/2020,1810463,5,80,0,0,0
,Andorra,20/2/2020,77265,12,40,0,0,0
,Guatemala,20/2/2020,17915568,25,86,0,0,0
,Nepal,20/2/2020,29136808,22,59,1,0,1
,Italy,20/2/2020,60461826,10,66,3,0,0
,Seychelles,20/2/2020,98347,29,78,0,0,0
,Switzerland,20/2/2020,8654622,4,66,0,0,0
,Antigua and Barbuda,20/2/2020,97929,26,73,0,0,0
,Dominican Republic,20/2/2020,10847910,28,84,0,0,0
,Nigeria,20/2/2020,206139589,40,15,0,0,0
Guadeloupe,France,20/2/2020,400124,27,72,0,0,0
,The Gambia,20/2/2020,2416668,41,16,0,0,0
,Germany,20/2/2020,83783942,8,85,16,0,12
,Kuwait,20/2/2020,4270571,23,46,0,0,0
,Luxembourg,20/2/2020,625978,7,87,0,0,0
,Qatar,20/2/2020,2881053,29,43,0,0,0
,Jamaica,20/2/2020,2961167,29,80,0,0,0
,Trinidad and Tobago,20/2/2020,1399488,28,78,0,0,0
Bermuda,United Kingdom,20/2/2020,67886011,21,90,0,0,0
Cayman Islands,United Kingdom,20/2/2020,67886011,27,78,0,0,0
Channel Islands,United Kingdom,20/2/2020,67886011,10,75,0,0,0
Gibraltar,United Kingdom,20/2/2020,67886011,13,80,0,0,0
Isle of Man,United Kingdom,20/2/2020,67886011,5,80,0,0,0
Montserrat,United Kingdom,20/2/2020,67886011,26,73,0,0,0
United Kingdom,United Kingdom,20/2/2020,67886011,7,88,9,0,8
,Pakistan,20/2/2020,220892340,17,37,0,0,0
,Saint Lucia,20/2/2020,183627,27,73,0,0,0
,Saint Vincent and the Grenadines,20/2/2020,115000,26,73,0,0,0
Guam,US,20/2/2020,165718,27,75,0,0,0
,Vietnam,20/2/2020,97338579,24,85,16,0,7
,Sri Lanka,20/2/2020,21413249,27,76,1,0,1
,Japan,20/2/2020,126476461,7,68,94,1,18
,Martinique,20/2/2020,375265,26,73,0,0,0
Reunion,France,20/2/2020,895312,26,77,0,0,0
,Philippines,20/2/2020,109581078,26,77,3,1,1
,Belgium,20/2/2020,11589623,10,80,1,0,1
,Israel,20/2/2020,8655535,15,80,0,0,0
,India,20/2/2020,1380004385,33,28,3,0,3
Curacao,Netherlands,20/2/2020,17134872,27,80,0,0,0
Netherlands,Netherlands,20/2/2020,17134872,9,82,0,0,0
Sint Maarten,Netherlands,20/2/2020,17134872,26,72,0,0,0
,Rwanda,20/2/2020,12952218,28,80,0,0,0
,South Korea,20/2/2020,51269185,13,64,104,1,16
,San Marino,20/2/2020,33931,12,60,0,0,0
Aruba,Netherlands,20/2/2020,106766,27,83,0,0,0
,Mauritius,20/2/2020,1271768,28,75,0,0,0
,Lebanon,20/2/2020,6825445,4,85,0,0,0
,Barbados,20/2/2020,287375,26,72,0,0,0
,Taiwan*,20/2/2020,23816775,21,62,24,1,2
Mayotte,France,20/2/2020,272815,30,71,0,0,0
,Bangladesh,20/2/2020,164689383,32,45,0,0,0
,Malta,20/2/2020,441543,15,72,0,0,0
,Maldives,20/2/2020,540544,28,76,0,0,0
,Holy See,20/2/2020,801,18,65,0,0,0
,Bahrain,20/2/2020,1701575,23,63,0,0,0
Hong Kong,China,20/2/2020,7496981,19,75,68,2,6
,Singapore,20/2/2020,5850342,31,78,84,0,34
,Monaco,20/2/2020,39242,13,54,0,0,0
,Angola,19/2/2020,29780000,19,93,0,0,0
,Cabo Verde,19/2/2020,546388,22,79,0,0,0
,Cape Verde,19/2/2020,546388,25,73,0,0,0
,Chad,19/2/2020,14900000,34,17,0,0,0
Hubei,China,19/2/2020,58500000,16,59,62031,2029,10337
,Congo (Kinshasa),19/2/2020,11860000,28,93,0,0,0
,Dominica,19/2/2020,73925,26,77,0,0,0
,East Timor,19/2/2020,1296000,28,80,0,0,0
,El Salvador,19/2/2020,6378000,37,59,0,0,0
,Eritrea,19/2/2020,4475000,25,57,0,0,0
,Fiji,19/2/2020,905502,28,72,0,0,0
,Georgia,19/2/2020,3717000,10,71,0,0,0
,Grenada,19/2/2020,107825,26,79,0,0,0
,Haiti,19/2/2020,10980000,31,72,0,0,0
,Madagascar,19/2/2020,25570000,24,93,0,0,0
,Mozambique,19/2/2020,225570000,33,84,0,0,0
,Nicaragua,19/2/2020,6218000,33,73,0,0,0
,Niger,19/2/2020,21480000,29,18,0,0,0
,Papua New Guinea,19/2/2020,8251000,23,88,0,0,0
,Syria,19/2/2020,18270000,13,77,0,0,0
,Timor-Leste,19/2/2020,1296000,28,80,0,0,0
,Uganda,19/2/2020,42860000,32,47,0,0,0
Alabama,US,19/2/2020,4903185,14,93,0,0,0
Alaska,US,19/2/2020,731545,-6,82,0,0,0
Arizona,US,19/2/2020,7278717,22,37,0,0,0
Arkansas,US,19/2/2020,3017825,10,71,0,0,0
California,US,19/2/2020,39512223,22,50,0,0,0
Colorado,US,19/2/2020,5758736,-7,84,0,0,0
Connecticut,US,19/2/2020,3565287,4,61,0,0,0
Delaware,US,19/2/2020,973764,8,59,0,0,0
Florida,US,19/2/2020,21477737,28,77,0,0,0
Georgia,US,19/2/2020,10617423,18,91,0,0,0
Hawaii,US,19/2/2020,1415872,24,75,0,0,0
Idaho,US,19/2/2020,1787147,-3,82,0,0,0
Illinois,US,19/2/2020,12671821,1,62,0,0,0
Indiana,US,19/2/2020,6732219,4,59,0,0,0
Iowa,US,19/2/2020,3155070,-10,90,0,0,0
Kansas,US,19/2/2020,2913314,6,62,0,0,0
Kentucky,US,19/2/2020,4467673,7,75,0,0,0
Louisiana,US,19/2/2020,4648794,11,95,0,0,0
Maine,US,19/2/2020,1344212,1,77,0,0,0
Maryland,US,19/2/2020,6045680,9,52,0,0,0
Massachusetts,US,19/2/2020,6949503,3,69,0,0,0
Michigan,US,19/2/2020,9986857,-5,77,0,0,0
Minnesota,US,19/2/2020,5639632,-17,93,0,0,0
Mississippi,US,19/2/2020,2976149,12,91,0,0,0
Missouri,US,19/2/2020,6137428,7,70,0,0,0
Montana,US,19/2/2020,1068778,-5,82,0,0,0
Nebraska,US,19/2/2020,1934408,-4,81,0,0,0
Nevada,US,19/2/2020,3080156,8,34,0,0,0
New Hampshire,US,19/2/2020,1359711,-1,79,0,0,0
New Jersey,US,19/2/2020,8882190,7,57,0,0,0
New Mexico,US,19/2/2020,2096829,12,69,0,0,0
New York,US,19/2/2020,19453561,-4,83,0,0,0
North Carolina,US,19/2/2020,10488084,9,84,0,0,0
North Dakota,US,19/2/2020,762062,-20,90,0,0,0
Ohio,US,19/2/2020,11689100,2,69,0,0,0
Oklahoma,US,19/2/2020,3956971,10,60,0,0,0
Oregon,US,19/2/2020,4217737,10,70,0,0,0
Pennsylvania,US,19/2/2020,12801989,5,66,0,0,0
Puerto Rico,US,19/2/2020,3193694,28,75,0,0,0
Rhode Island,US,19/2/2020,1059361,5,62,0,0,0
South Carolina,US,19/2/2020,5148714,17,83,0,0,0
South Dakota,US,19/2/2020,884659,-18,88,0,0,0
Tennessee,US,19/2/2020,6833174,10,71,0,0,0
Texas,US,19/2/2020,28995881,10,90,0,0,0
Utah,US,19/2/2020,3205958,1,51,0,0,0
Vermont,US,19/2/2020,623989,-5,84,0,0,0
Virginia,US,19/2/2020,8535519,11,67,0,0,0
Washington,US,19/2/2020,7614893,1,75,0,0,0
West Virginia,US,19/2/2020,1792065,3,80,0,0,0
Wisconsin,US,19/2/2020,5822434,-12,89,0,0,0
Wyoming,US,19/2/2020,578759,-11,85,0,0,0
,Zimbabwe,19/2/2020,16530000,28,73,0,0,0
Greenland,Denmark,19/2/2020,56770,-36,95,0,0,0
,Mongolia,19/2/2020,3278290,-7,81,0,0,0
Australian Capital Territory,Australia,19/2/2020,25499884,18,63,0,0,0
From Diamond Princess,Australia,19/2/2020,25499884,12,43,0,0,0
New South Wales,Australia,19/2/2020,25499884,27,58,4,0,4
Northern Territory,Australia,19/2/2020,25499884,32,78,0,0,0
Queensland,Australia,19/2/2020,25499884,30,81,5,0,0
South Australia,Australia,19/2/2020,25499884,19,64,2,0,2
Tasmania,Australia,19/2/2020,25499884,19,75,0,0,0
Victoria,Australia,19/2/2020,25499884,18,68,4,0,4
Western Australia,Australia,19/2/2020,25499884,35,40,0,0,0
,Iceland,19/2/2020,341243,-7,90,0,0,0
,Namibia,19/2/2020,2540905,29,70,0,0,0
Alberta,Canada,19/2/2020,37742154,0,89,0,0,0
British Columbia,Canada,19/2/2020,37742154,10,60,5,0,0
Grand Princess,Canada,19/2/2020,37742154,19,73,0,0,0
Manitoba,Canada,19/2/2020,37742154,-17,88,0,0,0
New Brunswick,Canada,19/2/2020,37742154,0,82,0,0,0
Newfoundland and Labrador,Canada,19/2/2020,37742154,-7,84,0,0,0
Northwest Territories,Canada,19/2/2020,37742154,-4,82,0,0,0
Nova Scotia,Canada,19/2/2020,37742154,7,86,0,0,0
Ontario,Canada,19/2/2020,37742154,-20,91,3,0,1
Prince Edward Island,Canada,19/2/2020,37742154,2,87,0,0,0
Quebec,Canada,19/2/2020,37742154,-24,94,0,0,0
Saskatchewan,Canada,19/2/2020,37742154,-17,87,0,0,0
French Guiana,France,19/2/2020,298682,29,80,0,0,0
,Guyana,19/2/2020,786552,30,75,0,0,0
,Suriname,19/2/2020,586632,31,75,0,0,0
,Mauritania,19/2/2020,4649658,27,27,0,0,0
,Kazakhstan,19/2/2020,18776707,-7,87,0,0,0
,Central African Republic,19/2/2020,37742154,45,49,0,0,0
,Gabon,19/2/2020,2225734,35,78,0,0,0
,Russia,19/2/2020,145934462,-7,93,2,0,2
,Bolivia,19/2/2020,11673021,36,65,0,0,0
,Norway,19/2/2020,5421241,-4,85,0,0,0
,Oman,19/2/2020,5106626,31,38,0,0,0
,Saudi Arabia,19/2/2020,34813871,32,16,0,0,0
,Argentina,19/2/2020,45195774,25,24,0,0,0
,Algeria,19/2/2020,43851044,27,19,0,0,0
,Finland,19/2/2020,5540720,-1,82,1,0,1
,New Zealand,19/2/2020,4822233,20,89,0,0,0
,Paraguay,19/2/2020,7132538,42,54,0,0,0
,Bhutan,19/2/2020,771608,10,80,0,0,0
,Uruguay,19/2/2020,3473730,28,61,0,0,0
,Brazil,19/2/2020,212559417,29,90,0,0,0
Diamond Princess,Cruise Ship,19/2/2020,3500,12,43,621,0,1
,Somalia,19/2/2020,15893222,37,58,0,0,0
,Sudan,19/2/2020,43849260,32,19,0,0,0
,Sweden,19/2/2020,10099265,-1,88,1,0,0
,Zambia,19/2/2020,18383955,26,87,0,0,0
,Chile,19/2/2020,19116201,35,41,0,0,0
,Peru,19/2/2020,32971854,36,65,0,0,0
,Latvia,19/2/2020,1886198,6,82,0,0,0
,Estonia,19/2/2020,1326535,5,82,0,0,0
,Venezuela,19/2/2020,28435940,37,48,0,0,0
,Kyrgyzstan,19/2/2020,6524195,-13,78,0,0,0
Diamond Princess,US,19/2/2020,331002651,12,43,0,0,0
District of Columbia,US,19/2/2020,331002651,9,49,0,0,0
Grand Princess,US,19/2/2020,331002651,19,73,0,0,0
Virgin Islands,US,19/2/2020,331002651,26,76,0,0,0
,The Bahamas,19/2/2020,393244,25,79,0,0,0
,Congo (Brazzaville),19/2/2020,89561403,28,93,0,0,0
,Djibouti,19/2/2020,988000,27,71,0,0,0
,Lithuania,19/2/2020,2722289,5,81,0,0,0
,Colombia,19/2/2020,50882891,20,79,0,0,0
,Belarus,19/2/2020,9449323,4,83,0,0,0
,Montenegro,19/2/2020,628066,14,65,0,0,0
,South Africa,19/2/2020,59308690,27,61,0,0,0
,Equatorial Guinea,19/2/2020,1402985,30,78,0,0,0
,Iran,19/2/2020,83992949,17,46,2,2,0
,Guinea,19/2/2020,13132795,40,17,0,0,0
,Liberia,19/2/2020,5057681,30,79,0,0,0
,Cameroon,19/2/2020,26545863,37,58,0,0,0
,Panama,19/2/2020,4314767,32,72,0,0,0
,Afghanistan,19/2/2020,38928346,10,46,0,0,0
,Bosnia and Herzegovina,19/2/2020,3280819,9,87,0,0,0
,Bulgaria,19/2/2020,6948445,7,87,0,0,0
,Mexico,19/2/2020,128932753,26,32,0,0,0
,Eswatini,19/2/2020,1160164,27,83,0,0,0
,Tanzania,19/2/2020,59734218,27,83,0,0,0
,Ecuador,19/2/2020,17643054,20,74,0,0,0
,Ireland,19/2/2020,4937786,9,93,0,0,0
,Croatia,19/2/2020,4105267,8,85,0,0,0
,Ukraine,19/2/2020,43733762,9,73,0,0,0
,Burkina Faso,19/2/2020,20903273,39,12,0,0,0
,Tunisia,19/2/2020,11818619,19,55,0,0,0
,Uzbekistan,19/2/2020,33469203,3,50,0,0,0
,Greece,19/2/2020,10423054,14,76,0,0,0
,Brunei,19/2/2020,437479,31,80,0,0,0
,Cote d'Ivoire,19/2/2020,26378274,39,55,0,0,0
,Morocco,19/2/2020,36910560,24,66,0,0,0
,North Macedonia,19/2/2020,2083374,11,63,0,0,0
,Romania,19/2/2020,19237691,8,83,0,0,0
,Senegal,19/2/2020,16743927,41,8,0,0,0
,Honduras,19/2/2020,9904607,31,77,0,0,0
,Iraq,19/2/2020,40222493,26,45,0,0,0
,Kenya,19/2/2020,53771296,25,75,0,0,0
,Spain,19/2/2020,46754778,15,64,2,0,2
,Cambodia,19/2/2020,16718965,36,46,1,0,1
,Malaysia,19/2/2020,32365999,29,94,22,0,15
,Costa Rica,19/2/2020,5094118,25,78,0,0,0
,Serbia,19/2/2020,8737371,10,69,0,0,0
,Egypt,19/2/2020,102334404,21,39,1,0,0
,Slovenia,19/2/2020,2078938,9,77,0,0,0
,Armenia,19/2/2020,2963243,-1,82,0,0,0
,Albania,19/2/2020,2877797,14,81,0,0,0
,Cuba,19/2/2020,11326616,31,78,0,0,0
,Hungary,19/2/2020,9660351,9,66,0,0,0
,Benin,19/2/2020,12123200,39,15,0,0,0
,Austria,19/2/2020,9006398,5,85,0,0,0
,Liechtenstein,19/2/2020,38128,1,87,0,0,0
,Turkey,19/2/2020,84339067,1,88,0,0,0
,Portugal,19/2/2020,10196709,18,64,0,0,0
,Slovakia,19/2/2020,5459642,5,89,0,0,0
,Ethiopia,19/2/2020,114963588,33,44,0,0,0
,Jordan,19/2/2020,10203134,13,77,0,0,0
,United Arab Emirates,19/2/2020,9890402,31,26,9,0,4
France,France,19/2/2020,65273511,7,95,12,1,4
French Polynesia,France,19/2/2020,65273511,31,76,0,0,0
New Caledonia,France,19/2/2020,65273511,27,82,0,0,0
Saint Barthelemy,France,19/2/2020,65273511,26,75,0,0,0
St Martin,France,19/2/2020,65273511,26,75,0,0,0
,Azerbaijan,19/2/2020,10139177,12,61,0,0,0
,Moldova,19/2/2020,4033963,10,74,0,0,0
,Poland,19/2/2020,37846611,7,75,0,0,0
,Cyprus,19/2/2020,1207359,15,76,0,0,0
Denmark,Denmark,19/2/2020,5792202,7,84,0,0,0
Faroe Islands,Denmark,19/2/2020,5792202,6,80,0,0,0
,Ghana,19/2/2020,31072940,35,58,0,0,0
,Thailand,19/2/2020,69799978,34,44,35,0,15
,Czechia,19/2/2020,10708981,6,76,0,0,0
,Indonesia,19/2/2020,273523615,37,73,0,0,0
,Togo,19/2/2020,8278724,39,15,0,0,0
Anhui,China,19/2/2020,1439323776,14,55,986,6,413
Beijing,China,19/2/2020,1439323776,9,58,393,4,145
Chongqing,China,19/2/2020,1439323776,14,69,560,5,274
Fujian,China,19/2/2020,1439323776,17,70,293,0,112
Gansu,China,19/2/2020,1439323776,-6,33,91,2,65
Guangdong,China,19/2/2020,1439323776,22,49,1331,5,606
Guangxi,China,19/2/2020,1439323776,18,58,244,2,86
Guizhou,China,19/2/2020,1439323776,15,71,146,2,70
Hainan,China,19/2/2020,1439323776,23,87,168,4,84
Hebei,China,19/2/2020,1439323776,8,59,306,4,152
Heilongjiang,China,19/2/2020,1439323776,-7,87,470,12,120
Henan,China,19/2/2020,1439323776,17,52,1262,19,573
Hunan,China,19/2/2020,1439323776,13,68,1008,4,561
Inner Mongolia,China,19/2/2020,1439323776,-9,87,75,0,10
Jiangsu,China,19/2/2020,1439323776,10,60,631,0,318
Jiangxi,China,19/2/2020,1439323776,13,72,934,1,362
Jilin,China,19/2/2020,1439323776,-3,79,90,1,37
Liaoning,China,19/2/2020,1439323776,3,56,121,1,55
Macau,China,19/2/2020,1439323776,19,69,10,0,5
Ningxia,China,19/2/2020,1439323776,9,39,71,0,42
Qinghai,China,19/2/2020,1439323776,4,17,18,0,16
Shaanxi,China,19/2/2020,1439323776,10,29,242,0,102
Shandong,China,19/2/2020,1439323776,8,56,544,3,231
Shanghai,China,19/2/2020,1439323776,12,56,333,2,186
Shanxi,China,19/2/2020,1439323776,10,32,131,0,68
Sichuan,China,19/2/2020,1439323776,2,49,514,3,188
Tianjin,China,19/2/2020,1439323776,8,64,130,3,54
Tibet,China,19/2/2020,1439323776,-1,21,1,0,1
Xinjiang,China,19/2/2020,1439323776,4,53,76,1,20
Yunnan,China,19/2/2020,1439323776,17,73,172,1,60
Zhejiang,China,19/2/2020,1439323776,14,67,1174,0,604
,Kosovo,19/2/2020,1810463,10,69,0,0,0
,Andorra,19/2/2020,77265,10,56,0,0,0
,Guatemala,19/2/2020,17915568,24,88,0,0,0
,Nepal,19/2/2020,29136808,19,61,1,0,1
,Italy,19/2/2020,60461826,12,84,3,0,0
,Seychelles,19/2/2020,98347,29,73,0,0,0
,Switzerland,19/2/2020,8654622,-3,85,0,0,0
,Antigua and Barbuda,19/2/2020,97929,26,75,0,0,0
,Dominican Republic,19/2/2020,10847910,25,91,0,0,0
,Nigeria,19/2/2020,206139589,39,19,0,0,0
Guadeloupe,France,19/2/2020,400124,25,77,0,0,0
,The Gambia,19/2/2020,2416668,41,15,0,0,0
,Germany,19/2/2020,83783942,6,80,16,0,12
,Kuwait,19/2/2020,4270571,29,44,0,0,0
,Luxembourg,19/2/2020,625978,5,85,0,0,0
,Qatar,19/2/2020,2881053,27,39,0,0,0
,Jamaica,19/2/2020,2961167,28,82,0,0,0
,Trinidad and Tobago,19/2/2020,1399488,28,79,0,0,0
Bermuda,United Kingdom,19/2/2020,67886011,20,90,0,0,0
Cayman Islands,United Kingdom,19/2/2020,67886011,27,80,0,0,0
Channel Islands,United Kingdom,19/2/2020,67886011,10,76,0,0,0
Gibraltar,United Kingdom,19/2/2020,67886011,14,82,0,0,0
Isle of Man,United Kingdom,19/2/2020,67886011,7,84,0,0,0
Montserrat,United Kingdom,19/2/2020,67886011,26,76,0,0,0
United Kingdom,United Kingdom,19/2/2020,67886011,5,92,9,0,8
,Pakistan,19/2/2020,220892340,21,21,0,0,0
,Saint Lucia,19/2/2020,183627,27,77,0,0,0
,Saint Vincent and the Grenadines,19/2/2020,115000,26,79,0,0,0
Guam,US,19/2/2020,165718,27,75,0,0,0
,Vietnam,19/2/2020,97338579,22,88,16,0,7
,Sri Lanka,19/2/2020,21413249,24,64,1,0,1
,Japan,19/2/2020,126476461,7,55,84,1,18
,Martinique,19/2/2020,375265,25,78,0,0,0
Reunion,France,19/2/2020,895312,26,80,0,0,0
,Philippines,19/2/2020,109581078,26,76,3,1,1
,Belgium,19/2/2020,11589623,7,77,1,0,1
,Israel,19/2/2020,8655535,15,78,0,0,0
,India,19/2/2020,1380004385,32,14,3,0,3
Curacao,Netherlands,19/2/2020,17134872,27,82,0,0,0
Netherlands,Netherlands,19/2/2020,17134872,7,78,0,0,0
Sint Maarten,Netherlands,19/2/2020,17134872,26,75,0,0,0
,Rwanda,19/2/2020,12952218,26,80,0,0,0
,South Korea,19/2/2020,51269185,8,61,31,0,12
,San Marino,19/2/2020,33931,12,83,0,0,0
Aruba,Netherlands,19/2/2020,106766,26,84,0,0,0
,Mauritius,19/2/2020,1271768,29,74,0,0,0
,Lebanon,19/2/2020,6825445,6,84,0,0,0
,Barbados,19/2/2020,287375,26,75,0,0,0
,Taiwan*,19/2/2020,23816775,19,65,23,1,2
Mayotte,France,19/2/2020,272815,30,70,0,0,0
,Bangladesh,19/2/2020,164689383,33,38,0,0,0
,Malta,19/2/2020,441543,15,79,0,0,0
,Maldives,19/2/2020,540544,28,76,0,0,0
,Holy See,19/2/2020,801,13,77,0,0,0
,Bahrain,19/2/2020,1701575,23,52,0,0,0
Hong Kong,China,19/2/2020,7496981,18,69,63,2,5
,Singapore,19/2/2020,5850342,31,78,84,0,34
,Monaco,19/2/2020,39242,14,66,0,0,0
,Angola,18/2/2020,29780000,25,87,0,0,0
,Cabo Verde,18/2/2020,546388,23,77,0,0,0
,Cape Verde,18/2/2020,546388,25,72,0,0,0
,Chad,18/2/2020,14900000,35,17,0,0,0
Hubei,China,18/2/2020,58500000,13,47,61682,1921,9128
,Congo (Kinshasa),18/2/2020,11860000,29,90,0,0,0
,Dominica,18/2/2020,73925,26,78,0,0,0
,East Timor,18/2/2020,1296000,27,80,0,0,0
,El Salvador,18/2/2020,6378000,35,58,0,0,0
,Eritrea,18/2/2020,4475000,25,53,0,0,0
,Fiji,18/2/2020,905502,27,85,0,0,0
,Georgia,18/2/2020,3717000,7,73,0,0,0
,Grenada,18/2/2020,107825,27,81,0,0,0
,Haiti,18/2/2020,10980000,29,70,0,0,0
,Madagascar,18/2/2020,25570000,25,86,0,0,0
,Mozambique,18/2/2020,225570000,32,83,0,0,0
,Nicaragua,18/2/2020,6218000,32,75,0,0,0
,Niger,18/2/2020,21480000,31,15,0,0,0
,Papua New Guinea,18/2/2020,8251000,23,85,0,0,0
,Syria,18/2/2020,18270000,12,78,0,0,0
,Timor-Leste,18/2/2020,1296000,27,80,0,0,0
,Uganda,18/2/2020,42860000,33,45,0,0,0
Alabama,US,18/2/2020,4903185,21,95,0,0,0
Alaska,US,18/2/2020,731545,-3,96,0,0,0
Arizona,US,18/2/2020,7278717,22,38,0,0,0
Arkansas,US,18/2/2020,3017825,15,88,0,0,0
California,US,18/2/2020,39512223,21,53,0,0,0
Colorado,US,18/2/2020,5758736,-5,87,0,0,0
Connecticut,US,18/2/2020,3565287,6,84,0,0,0
Delaware,US,18/2/2020,973764,14,84,0,0,0
Florida,US,18/2/2020,21477737,29,74,0,0,0
Georgia,US,18/2/2020,10617423,17,98,0,0,0
Hawaii,US,18/2/2020,1415872,24,73,0,0,0
Idaho,US,18/2/2020,1787147,-6,82,0,0,0
Illinois,US,18/2/2020,12671821,3,85,0,0,0
Indiana,US,18/2/2020,6732219,6,84,0,0,0
Iowa,US,18/2/2020,3155070,-5,87,0,0,0
Kansas,US,18/2/2020,2913314,6,64,0,0,0
Kentucky,US,18/2/2020,4467673,11,91,0,0,0
Louisiana,US,18/2/2020,4648794,24,92,0,0,0
Maine,US,18/2/2020,1344212,-1,88,0,0,0
Maryland,US,18/2/2020,6045680,13,83,0,0,0
Massachusetts,US,18/2/2020,6949503,3,81,0,0,0
Michigan,US,18/2/2020,9986857,2,89,0,0,0
Minnesota,US,18/2/2020,5639632,-12,89,0,0,0
Mississippi,US,18/2/2020,2976149,22,95,0,0,0
Missouri,US,18/2/2020,6137428,5,78,0,0,0
Montana,US,18/2/2020,1068778,-8,90,0,0,0
Nebraska,US,18/2/2020,1934408,5,60,0,0,0
Nevada,US,18/2/2020,3080156,7,39,0,0,0
New Hampshire,US,18/2/2020,1359711,0,92,0,0,0
New Jersey,US,18/2/2020,8882190,12,81,0,0,0
New Mexico,US,18/2/2020,2096829,8,70,0,0,0
New York,US,18/2/2020,19453561,3,92,0,0,0
North Carolina,US,18/2/2020,10488084,17,88,0,0,0
North Dakota,US,18/2/2020,762062,-18,93,0,0,0
Ohio,US,18/2/2020,11689100,8,92,0,0,0
Oklahoma,US,18/2/2020,3956971,10,60,0,0,0
Oregon,US,18/2/2020,4217737,8,75,0,0,0
Pennsylvania,US,18/2/2020,12801989,7,88,0,0,0
Puerto Rico,US,18/2/2020,3193694,28,77,0,0,0
Rhode Island,US,18/2/2020,1059361,5,81,0,0,0
South Carolina,US,18/2/2020,5148714,17,91,0,0,0
South Dakota,US,18/2/2020,884659,-12,91,0,0,0
Tennessee,US,18/2/2020,6833174,16,91,0,0,0
Texas,US,18/2/2020,28995881,18,87,0,0,0
Utah,US,18/2/2020,3205958,1,51,0,0,0
Vermont,US,18/2/2020,623989,1,93,0,0,0
Virginia,US,18/2/2020,8535519,13,86,0,0,0
Washington,US,18/2/2020,7614893,2,76,0,0,0
West Virginia,US,18/2/2020,1792065,7,89,0,0,0
Wisconsin,US,18/2/2020,5822434,-5,91,0,0,0
Wyoming,US,18/2/2020,578759,-9,83,0,0,0
,Zimbabwe,18/2/2020,16530000,30,70,0,0,0
Greenland,Denmark,18/2/2020,56770,-32,100,0,0,0
,Mongolia,18/2/2020,3278290,-9,77,0,0,0
Australian Capital Territory,Australia,18/2/2020,25499884,27,69,0,0,0
From Diamond Princess,Australia,18/2/2020,25499884,11,35,0,0,0
New South Wales,Australia,18/2/2020,25499884,27,81,4,0,4
Northern Territory,Australia,18/2/2020,25499884,32,83,0,0,0
Queensland,Australia,18/2/2020,25499884,28,76,5,0,0
South Australia,Australia,18/2/2020,25499884,20,70,2,0,2
Tasmania,Australia,18/2/2020,25499884,17,77,0,0,0
Victoria,Australia,18/2/2020,25499884,23,73,4,0,4
Western Australia,Australia,18/2/2020,25499884,31,40,0,0,0
,Iceland,18/2/2020,341243,-7,90,0,0,0
,Namibia,18/2/2020,2540905,26,74,0,0,0
Alberta,Canada,18/2/2020,37742154,-4,95,0,0,0
British Columbia,Canada,18/2/2020,37742154,6,69,5,0,0
Grand Princess,Canada,18/2/2020,37742154,16,58,0,0,0
Manitoba,Canada,18/2/2020,37742154,-22,91,0,0,0
